name,x1,y1,x2,y2,classname
0056.jpg,267,203,337,273,face_with_mask
0057.jpg,623,132,755,264,face_with_mask
0057.jpg,985,439,1079,533,face_with_mask
0057.jpg,1113,171,1188,246,face_with_mask
0057.jpg,641,389,691,439,face_with_mask
0057.jpg,972,169,1062,259,face_with_mask
0057.jpg,985,473,1088,576,face_with_mask
0058.jpg,1113,381,1170,438,face_with_mask
0058.jpg,701,154,840,293,face_with_mask
0059.jpg,35,752,154,871,face_with_mask
0059.jpg,1014,228,1086,300,face_with_mask
0059.jpg,489,383,613,507,face_with_mask
0059.jpg,823,252,876,305,face_with_mask
0060.jpg,828,376,917,465,face_with_mask
0060.jpg,560,178,738,356,face_with_mask
0061.jpg,532,274,584,326,face_with_mask
0061.jpg,460,293,532,365,face_with_mask
0064.jpg,65,294,111,340,face_with_mask
0064.jpg,417,132,525,240,face_with_mask
0065.jpg,72,131,122,181,face_with_mask
0068.jpg,280,88,374,182,face_with_mask
0068.jpg,320,209,395,284,face_with_mask
0068.jpg,266,206,338,278,face_with_mask
0070.jpg,7,157,264,414,face_with_mask
0072.jpg,516,113,567,164,face_with_mask
0072.jpg,540,176,689,325,face_with_mask
0072.jpg,763,258,941,436,face_with_mask
0072.jpg,198,298,350,450,face_with_mask
0072.jpg,385,367,540,522,face_with_mask
0074.jpg,275,122,327,174,face_with_mask
0074.jpg,300,169,382,251,face_with_mask
0074.jpg,489,342,549,402,face_with_mask
0075.jpg,185,155,504,474,face_with_mask
0076.jpg,469,533,508,572,face_with_mask
0076.jpg,142,404,190,452,face_no_mask
0076.jpg,560,269,682,391,face_with_mask
0077.jpg,218,78,284,144,face_with_mask
0081.jpg,542,30,629,117,face_no_mask
0082.png,120,159,244,283,face_with_mask
0083.jpg,194,299,244,349,face_with_mask
0088.png,163,175,207,219,face_with_mask
0088.png,120,224,176,280,face_with_mask
0091.jpg,401,129,647,375,face_with_mask
0092.png,283,111,333,161,face_with_mask
0092.png,183,110,236,163,face_with_mask
0092.png,193,1,253,61,face_with_mask
0092.png,497,45,565,113,face_with_mask
0093.png,499,166,592,259,face_with_mask
0094.png,87,92,181,186,face_with_mask
0094.png,146,84,263,201,face_with_mask
0094.png,179,194,309,324,face_with_mask
0096.png,241,44,352,155,face_with_mask
0100.jpg,381,185,537,341,face_with_mask
0102.png,568,15,606,53,face_with_mask
0102.png,555,65,619,129,face_with_mask
0102.png,551,83,628,160,face_with_mask
0107.png,564,680,642,758,face_with_mask
0108.png,487,296,570,379,face_with_mask
0108.png,498,427,570,499,face_with_mask
0108.png,743,76,892,225,face_with_mask
0111.png,653,66,708,121,face_with_mask
0111.png,115,55,195,135,face_with_mask
0111.png,238,55,305,122,face_with_mask
0111.png,513,78,618,183,face_with_mask
0113.jpg,217,241,417,441,face_with_mask
0113.jpg,340,112,494,266,face_with_mask
0114.png,840,98,993,251,face_with_mask
0115.jpg,70,363,116,409,face_with_mask
0116.png,489,252,566,329,face_with_mask
0119.jpg,425,75,569,219,face_with_mask
0119.jpg,158,164,273,279,face_with_mask
0119.jpg,751,159,845,253,face_with_mask
0123.jpg,1891,335,2008,452,face_with_mask
0123.jpg,1019,629,1071,681,face_with_mask
0123.jpg,532,1171,823,1462,face_with_mask
0127.jpg,323,124,553,354,face_with_mask
0128.png,190,62,638,510,face_with_mask
0129.png,258,370,306,418,face_with_mask
0131.jpg,513,566,573,626,face_with_mask
0131.jpg,429,224,490,285,face_with_mask
0131.jpg,359,404,436,481,face_with_mask
0131.jpg,120,236,188,304,face_with_mask
0132.jpg,724,196,813,285,face_no_mask
0135.jpg,172,343,535,706,face_with_mask
0136.jpg,117,261,569,713,face_with_mask
0137.jpg,22,240,439,657,face_with_mask
0138.jpg,489,789,557,857,face_with_mask
0138.jpg,573,855,641,923,face_with_mask
0138.jpg,132,232,558,658,face_with_mask
0139.jpg,605,575,665,635,face_with_mask
0139.jpg,495,685,552,742,face_with_mask
0139.jpg,424,878,478,932,face_with_mask
0139.jpg,275,151,583,459,face_with_mask
0139.jpg,169,686,229,746,face_with_mask
0140.jpg,128,322,519,713,face_with_mask
0141.jpg,120,231,597,708,face_with_mask
0142.jpg,596,938,649,991,face_with_mask
0142.jpg,403,763,546,906,face_with_mask
0142.jpg,83,301,475,693,face_with_mask
0143.jpg,130,289,520,679,face_with_mask
0144.jpg,229,141,453,365,face_with_mask
0145.jpg,165,243,520,598,face_with_mask
0146.jpg,471,668,610,807,face_with_mask
0146.jpg,180,293,500,613,face_with_mask
0148.jpg,111,183,525,597,face_with_mask
0149.jpg,5,336,59,390,face_with_mask
0149.jpg,498,345,537,384,face_with_mask
0149.jpg,387,19,464,96,face_with_mask
0149.jpg,58,47,124,113,face_with_mask
0151.jpg,24,167,110,253,face_with_mask
0158.jpg,218,157,526,465,face_with_mask
0158.jpg,760,67,810,117,face_with_mask
0159.jpg,1423,594,2003,1174,face_with_mask
0159.jpg,2328,1650,2422,1744,face_with_mask
0161.jpg,538,174,902,538,face_with_mask
0161.jpg,122,170,201,249,face_with_mask
0163.jpg,595,1054,645,1104,face_with_mask
0165.jpg,216,155,374,313,face_with_mask
0166.jpg,40,192,543,695,face_with_mask
0169.png,453,410,612,569,face_with_mask
0170.jpg,171,499,238,566,face_with_mask
0170.jpg,453,524,505,576,face_with_mask
0170.jpg,383,657,447,721,face_with_mask
0170.jpg,52,665,104,717,face_with_mask
0171.jpg,43,124,202,283,face_with_mask
0174.jpg,624,12,922,310,face_with_mask
0174.jpg,784,127,853,196,face_with_mask
0174.jpg,548,199,658,309,face_with_mask
0174.jpg,848,100,965,217,face_with_mask
0174.jpg,249,186,365,302,face_with_mask
0174.jpg,235,258,359,382,face_with_mask
0174.jpg,367,30,489,152,face_with_mask
0175.jpg,1032,90,1101,159,face_with_mask
0175.jpg,518,187,777,446,face_no_mask
0175.jpg,1175,439,1225,489,face_with_mask
0175.jpg,796,254,846,304,face_with_mask
0175.jpg,880,447,966,533,face_with_mask
0175.jpg,1033,204,1102,273,face_with_mask
0176.jpg,339,62,709,432,face_with_mask
0176.jpg,218,58,342,182,face_with_mask
0176.jpg,860,391,946,477,face_with_mask
0176.jpg,180,39,358,217,face_with_mask
0177.jpg,6,204,41,239,face_with_mask
0177.jpg,411,149,554,292,face_with_mask
0177.jpg,12,194,136,318,face_with_mask
0178.jpg,325,176,378,229,face_with_mask
0178.jpg,415,184,491,260,face_with_mask
0178.jpg,350,146,415,211,face_with_mask
0178.jpg,669,269,761,361,face_with_mask
0179.jpg,155,122,272,239,face_with_mask
0180.jpg,541,59,598,116,face_with_mask
0181.jpg,702,137,778,213,face_with_mask
0181.jpg,528,85,851,408,face_with_mask
0182.jpg,455,144,524,213,face_no_mask
0183.jpg,141,594,198,651,face_with_mask
0183.jpg,552,455,621,524,face_with_mask
0183.jpg,671,66,820,215,face_with_mask
0186.jpg,388,200,776,588,face_with_mask
0186.jpg,266,522,434,690,face_with_mask
0186.jpg,846,227,932,313,face_with_mask
0187.jpg,249,134,312,197,face_with_mask
0187.jpg,498,162,625,289,face_with_mask
0187.jpg,297,48,455,206,face_with_mask
0187.jpg,449,166,507,224,face_with_mask
0187.jpg,435,46,488,99,face_with_mask
0188.jpg,599,342,731,474,face_with_mask
0188.jpg,443,562,543,662,face_with_mask
0188.jpg,523,545,633,655,face_with_mask
0189.jpg,425,157,526,258,face_with_mask
0189.jpg,315,136,413,234,face_with_mask
0189.jpg,187,104,291,208,face_with_mask
0190.jpg,558,313,661,416,face_with_mask
0190.jpg,238,96,457,315,face_with_mask
0191.jpg,490,243,539,292,face_with_mask
0191.jpg,280,314,344,378,face_with_mask
0191.jpg,83,200,145,262,face_with_mask
0191.jpg,605,215,665,275,face_with_mask
0191.jpg,437,230,505,298,face_with_mask
0192.jpg,232,147,566,481,face_with_mask
0192.jpg,556,796,616,856,face_with_mask
0192.jpg,302,416,491,605,face_with_mask
0194.jpg,698,135,770,207,face_with_mask
0194.jpg,79,92,210,223,face_with_mask
0195.jpg,757,199,810,252,face_with_mask
0195.jpg,534,180,584,230,face_with_mask
0195.jpg,821,244,901,324,face_with_mask
0195.jpg,419,277,566,424,face_with_mask
0195.jpg,884,208,934,258,face_with_mask
0195.jpg,263,218,319,274,face_with_mask
0197.png,165,129,508,472,face_with_mask
0201.jpg,174,124,475,425,face_with_mask
0201.jpg,437,229,839,631,face_with_mask
0203.jpg,1016,360,1138,482,face_with_mask
0203.jpg,943,487,1029,573,face_with_mask
0203.jpg,210,50,435,275,face_with_mask
0204.jpg,214,198,261,245,face_with_mask
0205.jpg,8,279,115,386,face_with_mask
0205.jpg,332,465,392,525,face_with_mask
0206.jpg,355,255,417,317,face_with_mask
0206.jpg,591,0,677,86,face_with_mask
0206.jpg,23,209,126,312,face_with_mask
0206.jpg,307,106,416,215,face_with_mask
0206.jpg,4,247,107,350,face_with_mask
0206.jpg,9,283,112,386,face_with_mask
0208.jpg,365,373,457,465,face_with_mask
0209.jpg,414,219,461,266,face_with_mask
0209.jpg,99,59,159,119,face_with_mask
0210.jpg,453,121,525,193,face_with_mask
0210.jpg,629,342,715,428,face_with_mask
0210.jpg,86,403,146,463,face_with_mask
0211.jpg,11,362,198,549,face_with_mask
0212.jpg,291,75,483,267,face_with_mask
0213.jpg,1020,1311,1072,1363,face_with_mask
0213.jpg,438,661,510,733,face_with_mask
0213.jpg,257,191,321,255,face_with_mask
0213.jpg,869,684,972,787,face_with_mask
0213.jpg,754,346,804,396,face_with_mask
0213.jpg,402,386,462,446,face_with_mask
0213.jpg,830,66,983,219,face_with_mask
0215.jpg,114,221,179,286,face_with_mask
0215.jpg,533,131,615,213,face_with_mask
0215.jpg,41,253,150,362,face_with_mask
0215.jpg,320,415,384,479,face_with_mask
0216.jpg,370,119,422,171,face_with_mask
0216.jpg,306,207,374,275,face_with_mask
0217.jpg,10,432,56,478,face_with_mask
0217.jpg,177,25,250,98,face_with_mask
0218.jpg,286,46,336,96,face_with_mask
0218.jpg,544,179,693,328,face_with_mask
0219.jpg,174,97,400,323,face_with_mask
0220.jpg,563,602,629,668,face_with_mask
0220.jpg,96,325,569,798,face_with_mask
0222.jpg,145,274,203,332,face_with_mask
0223.jpg,87,80,300,293,face_with_mask
0224.jpg,274,174,696,596,face_with_mask
0225.jpg,260,71,557,368,face_with_mask
0227.jpg,93,280,732,919,face_with_mask
0228.jpg,194,398,510,714,face_with_mask
0228.jpg,200,954,264,1018,face_with_mask
0228.jpg,415,799,487,871,face_with_mask
0228.jpg,341,873,401,933,face_with_mask
0229.jpg,210,981,247,1018,face_with_mask
0229.jpg,195,930,241,976,face_with_mask
0229.jpg,125,902,197,974,face_with_mask
0229.jpg,135,882,199,946,face_with_mask
0230.jpg,228,87,332,191,face_with_mask
0231.jpg,477,208,531,262,face_with_mask
0232.jpg,946,402,1001,457,face_with_mask
0232.jpg,914,342,971,399,face_with_mask
0232.jpg,587,142,726,281,face_with_mask
0232.jpg,946,422,999,475,face_with_mask
0233.jpg,385,870,783,1268,face_with_mask
0233.jpg,812,84,1058,330,face_with_mask
0233.jpg,651,206,829,384,face_with_mask
0233.jpg,972,773,1075,876,face_with_mask
0233.jpg,1700,846,2020,1166,face_with_mask
0236.jpg,332,397,396,461,face_with_mask
0237.jpg,511,173,593,255,face_with_mask
0237.jpg,586,210,769,393,face_with_mask
0238.jpg,78,169,227,318,face_with_mask
0239.jpg,533,325,627,419,face_with_mask
0240.jpg,120,72,217,169,face_with_mask
0242.jpg,629,541,676,588,face_with_mask
0243.jpg,385,97,577,289,face_with_mask
0244.jpg,969,602,1019,652,face_with_mask
0245.jpg,312,192,711,591,face_with_mask
0246.jpg,94,52,445,403,face_with_mask
0248.jpg,1227,323,2189,1285,face_with_mask
0250.png,212,167,548,503,face_with_mask
0253.jpg,546,87,632,173,face_with_mask
0255.jpg,536,134,704,302,face_with_mask
0255.jpg,827,435,877,485,face_with_mask
0256.jpg,142,178,649,685,face_with_mask
0259.jpg,265,81,530,346,face_with_mask
0261.jpg,232,140,368,276,face_with_mask
0261.jpg,470,41,545,116,face_with_mask
0263.jpg,555,69,614,128,face_with_mask
0263.jpg,422,41,519,138,face_with_mask
0263.jpg,113,163,227,277,face_with_mask
0263.jpg,415,174,523,282,face_with_mask
0264.jpg,1356,242,1402,288,face_with_mask
0264.jpg,204,108,383,287,face_with_mask
0264.jpg,517,160,614,257,face_with_mask
0264.jpg,1610,250,1696,336,face_with_mask
0266.jpg,623,260,681,318,face_with_mask
0267.jpg,195,109,683,597,face_with_mask
0268.jpg,701,784,808,891,face_with_mask
0270.jpg,404,17,454,67,face_with_mask
0270.jpg,61,121,117,177,face_with_mask
0270.jpg,96,382,177,463,face_with_mask
0273.jpg,191,85,511,405,face_with_mask
0273.jpg,426,122,852,548,face_with_mask
0275.jpg,385,384,433,432,face_with_mask
0275.jpg,301,370,404,473,face_with_mask
0275.jpg,124,76,223,175,face_with_mask
0278.png,135,62,193,120,face_with_mask
0278.png,144,386,194,436,face_with_mask
0278.png,70,406,133,469,face_with_mask
0281.jpg,255,180,326,251,face_with_mask
0281.jpg,533,138,723,328,face_with_mask
0281.jpg,549,507,621,579,face_with_mask
0281.jpg,6,121,75,190,face_with_mask
0282.jpg,224,177,374,327,face_with_mask
0282.jpg,353,138,502,287,face_with_mask
0283.jpg,698,99,769,170,face_with_mask
0283.jpg,88,114,169,195,face_with_mask
0284.jpg,674,237,743,306,face_with_mask
0284.jpg,102,177,567,642,face_with_mask
0285.jpg,248,101,568,421,face_with_mask
0286.jpg,521,97,849,425,face_with_mask
0287.jpg,672,363,894,585,face_with_mask
0287.jpg,1358,1114,1415,1171,face_with_mask
0288.jpg,403,548,467,612,face_with_mask
0289.jpg,68,112,300,344,face_with_mask
0290.png,369,303,677,611,face_with_mask
0291.jpg,136,107,582,553,face_with_mask
0293.jpg,96,471,192,567,face_with_mask
0293.jpg,556,91,758,293,face_with_mask
0293.jpg,57,276,112,331,face_with_mask
0294.jpg,636,130,832,326,face_with_mask
0296.jpg,249,154,497,402,face_with_mask
0297.jpg,778,871,839,932,face_with_mask
0297.jpg,1511,241,2193,923,face_with_mask
0298.jpg,422,625,478,681,face_with_mask
0298.jpg,80,608,140,668,face_with_mask
0298.jpg,215,233,455,473,face_with_mask
0299.jpg,51,149,404,502,face_with_mask
0299.jpg,356,69,466,179,face_with_mask
0300.jpg,494,192,570,268,face_with_mask
0302.jpg,1603,1040,1650,1087,face_with_mask
0302.jpg,1407,1764,1457,1814,face_with_mask
0303.jpg,222,126,324,228,face_with_mask
0304.jpg,616,535,684,603,face_with_mask
0306.jpg,540,148,592,200,face_with_mask
0306.jpg,437,169,529,261,face_with_mask
0308.jpg,535,53,587,105,face_with_mask
0310.jpg,274,55,327,108,face_with_mask
0312.jpg,272,179,349,256,face_with_mask
0312.jpg,70,62,105,97,face_with_mask
0314.jpg,243,540,285,582,face_no_mask
0314.jpg,80,424,191,535,face_no_mask
0314.jpg,780,464,840,524,face_with_mask
0314.jpg,1089,174,1232,317,face_with_mask
0314.jpg,1170,710,1232,772,face_with_mask
0315.jpg,97,516,246,665,face_with_mask
0315.jpg,57,128,168,239,face_with_mask
0315.jpg,527,196,763,432,face_with_mask
0315.jpg,272,270,408,406,face_with_mask
0316.jpg,385,160,478,253,face_with_mask
0316.jpg,630,410,785,565,face_with_mask
0316.jpg,97,37,254,194,face_with_mask
0316.jpg,520,333,574,387,face_with_mask
0316.jpg,586,184,654,252,face_with_mask
0318.jpg,1053,260,1129,336,face_with_mask
0318.jpg,785,108,877,200,face_with_mask
0318.jpg,558,122,632,196,face_with_mask
0319.jpg,79,58,253,232,face_with_mask
0321.jpg,376,457,428,509,face_with_mask
0321.jpg,606,384,653,431,face_with_mask
0321.jpg,509,297,619,407,face_with_mask
0322.jpg,453,49,498,94,face_with_mask
0323.jpg,439,129,483,173,face_with_mask
0323.jpg,5,594,55,644,face_with_mask
0323.jpg,243,183,417,357,face_with_mask
0324.jpg,650,62,774,186,face_with_mask
0327.jpg,886,3054,969,3137,face_with_mask
0327.jpg,394,755,1278,1639,face_with_mask
0327.jpg,652,2927,709,2984,face_with_mask
0327.jpg,1367,1174,1545,1352,face_with_mask
0328.jpg,294,106,492,304,face_with_mask
0328.jpg,98,55,205,162,face_with_mask
0329.jpg,612,68,662,118,face_with_mask
0331.jpg,1258,1372,2536,2650,face_with_mask
0331.jpg,2027,4150,2119,4242,face_with_mask
0331.jpg,2015,4180,2108,4273,face_with_mask
0331.jpg,1972,4353,2080,4461,face_with_mask
0331.jpg,2011,4214,2105,4308,face_with_mask
0331.jpg,1996,4246,2099,4349,face_with_mask
0331.jpg,1948,4469,2054,4575,face_with_mask
0331.jpg,1144,3095,1210,3161,face_with_mask
0331.jpg,854,4806,914,4866,face_with_mask
0331.jpg,1174,3212,1231,3269,face_with_mask
0331.jpg,1438,4923,1510,4995,face_with_mask
0331.jpg,1961,4433,2064,4536,face_with_mask
0331.jpg,1947,4511,2050,4614,face_with_mask
0332.jpg,125,233,175,283,face_with_mask
0333.jpg,328,629,375,676,face_with_mask
0333.jpg,373,144,428,199,face_with_mask
0333.jpg,300,174,399,273,face_with_mask
0333.jpg,341,126,500,285,face_with_mask
0334.jpg,402,203,526,327,face_with_mask
0335.jpg,469,850,529,910,face_with_mask
0335.jpg,561,201,683,323,face_with_mask
0335.jpg,1016,136,1114,234,face_with_mask
0335.jpg,158,148,265,255,face_with_mask
0335.jpg,275,238,412,375,face_with_mask
0335.jpg,886,238,1029,381,face_with_mask
0335.jpg,1106,161,1166,221,face_with_mask
0335.jpg,845,165,922,242,face_with_mask
0337.jpg,627,186,972,531,face_with_mask
0337.jpg,1108,724,1161,777,face_with_mask
0338.jpg,373,506,423,556,face_with_mask
0338.jpg,299,399,375,475,face_with_mask
0339.jpg,96,416,155,475,face_with_mask
0339.jpg,580,531,657,608,face_with_mask
0339.jpg,474,245,571,342,face_with_mask
0341.jpg,699,56,767,124,face_with_mask
0342.jpg,639,190,689,240,face_with_mask
0342.jpg,645,400,696,451,face_with_mask
0342.jpg,435,592,501,658,face_with_mask
0343.jpg,156,259,346,449,face_with_mask
0343.jpg,426,150,788,512,face_with_mask
0344.jpg,992,241,1070,319,face_with_mask
0344.jpg,567,138,647,218,face_with_mask
0344.jpg,637,158,787,308,face_with_mask
0344.jpg,237,231,315,309,face_with_mask
0344.jpg,128,250,242,364,face_with_mask
0346.jpg,671,396,721,446,face_with_mask
0346.jpg,547,179,597,229,face_with_mask
0346.jpg,555,64,704,213,face_with_mask
0346.jpg,801,358,918,475,face_with_mask
0346.jpg,280,157,430,307,face_with_mask
0346.jpg,15,130,179,294,face_with_mask
0346.jpg,617,226,767,376,face_with_mask
0347.jpg,76,534,146,604,face_with_mask
0347.jpg,65,298,255,488,face_with_mask
0347.jpg,266,112,425,271,face_with_mask
0347.jpg,829,14,1183,368,face_with_mask
0347.jpg,529,208,716,395,face_with_mask
0349.jpg,296,296,372,372,face_with_mask
0349.jpg,275,250,373,348,face_with_mask
0349.jpg,622,261,714,353,face_with_mask
0349.jpg,865,62,1088,285,face_with_mask
0350.jpg,536,258,586,308,face_with_mask
0350.jpg,551,237,586,272,face_with_mask
0350.jpg,279,541,351,613,face_with_mask
0351.jpg,1580,1314,1652,1386,face_with_mask
0351.jpg,986,1073,1055,1142,face_with_mask
0351.jpg,1061,525,1133,597,face_with_mask
0351.jpg,316,1067,358,1109,face_with_mask
0351.jpg,1555,1122,1645,1212,face_with_mask
0351.jpg,993,1100,1056,1163,face_with_mask
0351.jpg,838,509,888,559,face_with_mask
0351.jpg,1596,540,1649,593,face_with_mask
0351.jpg,43,1247,116,1320,face_with_mask
0351.jpg,1882,1059,2031,1208,face_with_mask
0351.jpg,705,441,955,691,face_with_mask
0351.jpg,1496,258,1533,295,face_with_mask
0351.jpg,516,1017,576,1077,face_with_mask
0351.jpg,1350,564,1416,630,face_with_mask
0351.jpg,1889,1074,1992,1177,face_with_mask
0352.jpg,3225,1695,3275,1745,face_with_mask
0352.jpg,3438,1644,3492,1698,face_with_mask
0352.jpg,112,553,236,677,face_with_mask
0352.jpg,1272,898,1350,976,face_with_mask
0352.jpg,3051,320,3120,389,face_with_mask
0352.jpg,1726,1374,1803,1451,face_with_mask
0352.jpg,2438,1122,2508,1192,face_with_mask
0352.jpg,3367,1715,3477,1825,face_with_mask
0352.jpg,504,1484,778,1758,face_with_mask
0352.jpg,3016,646,3097,727,face_with_mask
0352.jpg,3531,353,3648,470,face_with_mask
0352.jpg,379,431,564,616,face_with_mask
0352.jpg,2746,1745,2796,1795,face_with_mask
0352.jpg,1818,925,1875,982,face_with_mask
0352.jpg,137,946,861,1670,face_with_mask
0352.jpg,2714,658,2764,708,face_with_mask
0352.jpg,4012,1524,4100,1612,face_with_mask
0352.jpg,1803,1532,1893,1622,face_with_mask
0352.jpg,3834,1522,3933,1621,face_with_mask
0352.jpg,3360,1540,3453,1633,face_with_mask
0352.jpg,106,1449,291,1634,face_with_mask
0352.jpg,3055,1698,3142,1785,face_with_mask
0352.jpg,2552,137,2666,251,face_with_mask
0352.jpg,2308,2780,2480,2952,face_with_mask
0352.jpg,1658,1799,1711,1852,face_with_mask
0352.jpg,948,665,1008,725,face_with_mask
0352.jpg,3760,751,3828,819,face_with_mask
0352.jpg,3576,478,3662,564,face_with_mask
0352.jpg,2018,2740,2226,2948,face_with_mask
0352.jpg,1981,979,2039,1037,face_with_mask
0352.jpg,1713,1276,1794,1357,face_with_mask
0352.jpg,2239,1535,2292,1588,face_with_mask
0352.jpg,3620,1227,3779,1386,face_with_mask
0352.jpg,1710,994,1763,1047,face_with_mask
0352.jpg,1753,996,1806,1049,face_with_mask
0352.jpg,2145,2498,2231,2584,face_with_mask
0352.jpg,2351,2470,2423,2542,face_with_mask
0352.jpg,2676,1011,2726,1061,face_with_mask
0352.jpg,2611,278,2697,364,face_with_mask
0352.jpg,1876,1811,1948,1883,face_with_mask
0353.jpg,1364,301,1563,500,face_with_mask
0353.jpg,1954,272,2079,397,face_with_mask
0353.jpg,774,879,827,932,face_with_mask
0353.jpg,1780,281,1933,434,face_with_mask
0353.jpg,856,700,1021,865,face_with_mask
0354.jpg,53,230,130,307,face_with_mask
0356.jpg,1232,645,1285,698,face_with_mask
0356.jpg,810,90,1184,464,face_with_mask
0356.jpg,1134,333,1357,556,face_with_mask
0356.jpg,1165,465,1252,552,face_with_mask
0356.jpg,281,266,385,370,face_with_mask
0357.jpg,646,390,696,440,face_with_mask
0359.jpg,696,315,837,456,face_with_mask
0359.jpg,269,101,316,148,face_with_mask
0360.jpg,316,460,358,502,face_with_mask
0360.jpg,225,187,270,232,face_with_mask
0360.jpg,532,157,574,199,face_with_mask
0362.jpg,335,356,384,405,face_with_mask
0362.jpg,277,401,467,591,face_with_mask
0363.jpg,86,240,158,312,face_with_mask
0364.jpg,156,459,206,509,face_with_mask
0365.jpg,502,134,784,416,face_with_mask
0365.jpg,60,79,558,577,face_with_mask
0366.jpg,1114,350,1306,542,face_with_mask
0366.jpg,288,33,820,565,face_with_mask
0366.jpg,598,1212,655,1269,face_with_mask
0366.jpg,1162,1171,1272,1281,face_with_mask
0366.jpg,57,577,457,977,face_with_mask
0366.jpg,944,1156,996,1208,face_with_mask
0368.jpg,257,111,292,146,face_with_mask
0368.jpg,371,111,406,146,face_with_mask
0368.jpg,30,121,83,174,face_with_mask
0369.jpg,213,290,263,340,face_with_mask
0370.jpg,852,34,902,84,face_with_mask
0373.jpg,16,399,73,456,face_with_mask
0373.jpg,10,275,103,368,face_with_mask
0373.jpg,178,763,435,1020,face_with_mask
0373.jpg,172,213,486,527,face_with_mask
0374.jpg,120,254,564,698,face_with_mask
0376.png,307,477,379,549,face_with_mask
0376.png,187,294,365,472,face_with_mask
0377.jpg,321,267,650,596,face_with_mask
0377.jpg,116,339,176,399,face_with_mask
0378.jpg,458,66,583,191,face_with_mask
0378.jpg,280,57,405,182,face_with_mask
0378.jpg,188,244,312,368,face_with_mask
0379.jpg,443,418,696,671,face_with_mask
0380.jpg,206,442,355,591,face_with_mask
0380.jpg,522,326,746,550,face_no_mask
0381.jpg,481,125,704,348,face_no_mask
